template_interface	ligand_1	ligand_2	cluster_representatives	target_interface
2P5E_A_D	GOL	GOL	 2PYE_A_D	2F53_A_D,2PYE_A_D,2P5W_A_D
2P5E_A_E	GOL		 4MJI_A_E	2BNQ_A_E,6Q3S_A_E,2BNR_A_E,2PYE_A_E,2F53_A_E,2F54_A_E,2F54_F_L,2P5W_A_E,4MJI_F_J,4MJI_A_E,5EU6_A_E
5EU6_A_E	EDO	EDO	 4MJI_A_E	2BNQ_A_E,6Q3S_A_E,2BNR_A_E,2PYE_A_E,2F53_A_E,2F54_A_E,2F54_F_L,2P5E_A_E,2P5W_A_E,4MJI_F_J,4MJI_A_E
2EJF_A_C	ADN		 2EJG_A_C	2EJG_A_C,2EJF_B_D,2EJG_B_D,6RTW_A_B,6RTY_A_B
2P5V_A_B	GOL	GOL	 2W29_A_B	4CZD_C_D,4UN1_C_D,4CZD_A_B,4UN1_A_B,2DBB_A_B,2P6S_E_F,2P5V_E_F,2P6T_G_H,2P6S_G_H,2P6T_A_B,2P5V_G_H,2P6T_E_F,2P6T_C_D,2P6S_C_D,2P6S_A_B,2P5V_C_D,2QZ8_A_D,2W29_A_B,2W29_C_D,2VBZ_A_B,2IVM_A_B,2W24_A_B,2VC1_A_B,2VBY_A_B,2VBW_A_B,2W25_A_B,2VBX_A_B,2VC0_A_B
2P5V_A_D	GOL	GOL	 2P6T_A_D	2P6T_C_F,2P6T_A_D,2P6T_E_H,2P6S_C_F,2P5V_B_G,2P6S_A_D,2P6S_E_H,2P6T_B_G,2P5V_E_H,2P5V_C_F,2P6S_B_G,2ZNY_F_G,2ZNY_D_E,2ZNY_B_C
2P6Z_A_B	CIT		 2P6Z_A_B	5DZB_C_E
2P6P_A_B	GOL	GOL	 4LEI_A_B	3WAD_A_B,3WAG_A_B,4LDP_A_B,4LEI_A_B,4RII_A_B,4RIG_A_B,4RIE_A_B,4RIF_A_B,4RIH_A_B,3TSA_A_B,3UYK_A_B,3UYL_A_B,3OTI_A_B,3D0R_A_B,3D0Q_A_B,4AMB_A_B,4AMG_A_B,4AN4_C_D,4AN4_A_B
2P7K_A_B	CIT	CIT	 2P7K_A_B	1F9Z_A_B,1FA7_A_B,1FA8_A_B,1FA5_A_B,1FA6_A_B,4MTR_A_B,4MTT_A_B,4MTQ_A_B,4MTS_A_B,1R9C_A_B,2P7P_E_F,2P7M_C_D,2P7L_A_B,2P7O_A_B,2P7P_C_D,2P7M_E_F,2P7M_A_B,2P7Q_E_F,2P7L_E_F,2P7P_A_B,2P7Q_C_D,2P7Q_A_B,2P7L_C_D
2P7L_A_B	GOL	GOL	 2P7K_A_B	1F9Z_A_B,1FA7_A_B,1FA8_A_B,1FA5_A_B,1FA6_A_B,4MTR_A_B,4MTT_A_B,4MTQ_A_B,4MTS_A_B,1R9C_A_B,2P7P_E_F,2P7M_C_D,2P7O_A_B,2P7P_C_D,2P7M_E_F,2P7M_A_B,2P7Q_E_F,2P7L_E_F,2P7P_A_B,2P7Q_C_D,2P7K_A_B,2P7Q_A_B,2P7L_C_D
2P7L_A_E	GOL		 2P7Q_A_E	2P7Q_A_E,2P7P_A_E,2P7M_A_E,5H93_B_C,5H93_A_D
2EJW_B_E	GOL		 6Q8F_A_B	6Q8F_A_B
2P8J_A_B	GOL	GOL	 6BOH_JA_KA	6BOH_JA_KA,6BOH_OC_PC,6VHD_A_D,6WCX_A_D,6WCX_B_C,6VH9_B_C,6VHE_A_D,6VHE_B_C,6VH9_A_D,6VHD_B_C,7L0A_A_B
2P8I_C_D	EDO		 2NYH_A_B	2NYH_A_B,2P8I_A_B,2PEB_A_B
2EKQ_A_B	GOL		 2B4Q_A_B	5BT9_A_C,5BT9_B_D,5TGD_A_B,5TGD_C_D,2ZAT_C_D,2ZAT_A_B,3O4R_C_D,3O4R_A_B,5EPO_B_D,5EPO_A_C,2DTE_A_B,2DTD_A_B,2DTX_A_B,2EKQ_C_D,2B4Q_A_B,5IDQ_A_B,5IDW_A_B,5TQV_A_B,1HXH_A_C,1HXH_B_D,4YQZ_C_D,4YQZ_A_B,3OID_A_D,3OID_B_C,6VLX_A_B,6VLY_C_D,6VLY_A_B
3O4R_A_B	EDO	EDO	 2B4Q_A_B	5BT9_A_C,5BT9_B_D,5TGD_A_B,5TGD_C_D,2ZAT_C_D,2ZAT_A_B,3O4R_C_D,5EPO_B_D,5EPO_A_C,2DTE_A_B,2DTD_A_B,2DTX_A_B,2EKQ_C_D,2EKQ_A_B,2B4Q_A_B,5IDQ_A_B,5IDW_A_B,5TQV_A_B,1HXH_A_C,1HXH_B_D,4YQZ_C_D,4YQZ_A_B,3OID_A_D,3OID_B_C,6VLX_A_B,6VLY_C_D,6VLY_A_B
2EKQ_A_D	GOL		 2EKQ_A_D	2EKQ_B_C,4Z9Y_A_D,4ZA2_A_D,4ZA2_B_C,4Z9Y_B_C
2P9E_A_B	CIT	CIT	 2YQ4_A_B	4XKJ_A_B,2YQ5_C_D,2YQ4_C_D,2YQ5_A_B,2YQ4_A_B,4PRK_A_B,4PRL_A_B,1J4A_A_B,1J49_A_B,1J4A_C_D,2DLD_A_B,3KB6_C_D,3KB6_A_B,7JP2_A_B,3GG9_A_D,3GG9_B_C,4S1V_C_D,4S1V_A_B,3DC2_A_B,1YGY_A_B,3DDN_A_B,1WWK_A_B,5N53_A_B,5NZO_A_B,5NZP_A_B,5OFV_A_B,5OFW_A_B,5NZQ_A_B,5OFM_A_B,7CVP_A_B,2G76_A_B,5N6C_A_B,6CWA_A_B,6RJ2_A_B,6PLG_A_E,6RJ3_A_B,6PLG_B_F,6PLF_A_B,6RJ5_A_B,6PLG_D_H,6PLG_C_G,6RJ6_A_B,6RIH_A_B,6PEX_A_D,5V72_B_D,5V72_A_C,5UOG_A_B,5UOG_C_D,5V6Q_C_D,5V7N_A_B,5J23_B_D,5J23_A_C,5V7G_A_B,5V7N_C_D,5V7G_C_D,5V6Q_A_B,2W2K_A_B,2W2L_B_C,2W2L_A_D,3WNV_A_B,3GVX_A_B,6P2I_A_B,2D0I_A_B,2D0I_C_D,4HY3_A_B,4HY3_C_D,5MH6_C_D,5MH5_A_B,5MH6_A_B,5MHA_A_B,1PSD_A_B,1YBA_C_D,1YBA_A_B,2P9E_C_D,2P9C_A_B
3GG9_A_D	GOL		 2YQ4_A_B	4XKJ_A_B,2YQ5_C_D,2YQ4_C_D,2YQ5_A_B,2YQ4_A_B,4PRK_A_B,4PRL_A_B,1J4A_A_B,1J49_A_B,1J4A_C_D,2DLD_A_B,3KB6_C_D,3KB6_A_B,7JP2_A_B,3GG9_B_C,4S1V_C_D,4S1V_A_B,3DC2_A_B,1YGY_A_B,3DDN_A_B,1WWK_A_B,5N53_A_B,5NZO_A_B,5NZP_A_B,5OFV_A_B,5OFW_A_B,5NZQ_A_B,5OFM_A_B,7CVP_A_B,2G76_A_B,5N6C_A_B,6CWA_A_B,6RJ2_A_B,6PLG_A_E,6RJ3_A_B,6PLG_B_F,6PLF_A_B,6RJ5_A_B,6PLG_D_H,6PLG_C_G,6RJ6_A_B,6RIH_A_B,6PEX_A_D,5V72_B_D,5V72_A_C,5UOG_A_B,5UOG_C_D,5V6Q_C_D,5V7N_A_B,5J23_B_D,5J23_A_C,5V7G_A_B,5V7N_C_D,5V7G_C_D,5V6Q_A_B,2W2K_A_B,2W2L_B_C,2W2L_A_D,3WNV_A_B,3GVX_A_B,6P2I_A_B,2D0I_A_B,2D0I_C_D,4HY3_A_B,4HY3_C_D,5MH6_C_D,5MH5_A_B,5MH6_A_B,5MHA_A_B,1PSD_A_B,2P9E_A_B,1YBA_C_D,1YBA_A_B,2P9E_C_D,2P9C_A_B
3KB6_A_B	PPI	GOL	 2YQ4_A_B	4XKJ_A_B,2YQ5_C_D,2YQ4_C_D,2YQ5_A_B,2YQ4_A_B,4PRK_A_B,4PRL_A_B,1J4A_A_B,1J49_A_B,1J4A_C_D,2DLD_A_B,3KB6_C_D,7JP2_A_B,3GG9_A_D,3GG9_B_C,4S1V_C_D,4S1V_A_B,3DC2_A_B,1YGY_A_B,3DDN_A_B,1WWK_A_B,5N53_A_B,5NZO_A_B,5NZP_A_B,5OFV_A_B,5OFW_A_B,5NZQ_A_B,5OFM_A_B,7CVP_A_B,2G76_A_B,5N6C_A_B,6CWA_A_B,6RJ2_A_B,6PLG_A_E,6RJ3_A_B,6PLG_B_F,6PLF_A_B,6RJ5_A_B,6PLG_D_H,6PLG_C_G,6RJ6_A_B,6RIH_A_B,6PEX_A_D,5V72_B_D,5V72_A_C,5UOG_A_B,5UOG_C_D,5V6Q_C_D,5V7N_A_B,5J23_B_D,5J23_A_C,5V7G_A_B,5V7N_C_D,5V7G_C_D,5V6Q_A_B,2W2K_A_B,2W2L_B_C,2W2L_A_D,3WNV_A_B,3GVX_A_B,6P2I_A_B,2D0I_A_B,2D0I_C_D,4HY3_A_B,4HY3_C_D,5MH6_C_D,5MH5_A_B,5MH6_A_B,5MHA_A_B,1PSD_A_B,2P9E_A_B,1YBA_C_D,1YBA_A_B,2P9E_C_D,2P9C_A_B
2UXO_A_B		TAC	 2UXO_A_B	3E7Q_A_B,2XDN_C_D,2UXI_A_B,2UXH_A_B,2UXU_A_B,2UXP_A_B,2XDN_A_B,5DAJ_E_F,5DAJ_G_H,5DAJ_C_D,5H9T_E_F,5H9T_G_H,5DAJ_A_B,5H9T_A_B,5H9T_C_D,3BCG_A_B,3LHQ_A_B
2UXP_A_B	CLM		 2UXO_A_B	3E7Q_A_B,2XDN_C_D,2UXI_A_B,2UXO_A_B,2UXH_A_B,2UXU_A_B,2XDN_A_B,5DAJ_E_F,5DAJ_G_H,5DAJ_C_D,5H9T_E_F,5H9T_G_H,5DAJ_A_B,5H9T_A_B,5H9T_C_D,3BCG_A_B,3LHQ_A_B
2PBI_A_B	GOL	GOL	 6N9G_A_D	2PBI_C_D,6N9G_B_C,6N9G_A_D
2PB2_A_B	EDO	EDO	 4JF0_A_B	3NUI_A_B,5ZTX_A_B,5LL3_C_D,5LL3_A_B,5LL2_C_D,5LL2_A_B,3NX3_A_B,2PB0_A_B,4JEX_A_B,4JF0_A_B,4JF1_A_B,4JEY_A_B,4JEZ_A_B,4JEW_A_B,4JEV_A_B
2UXN_A_B	GOL		 6QLD_H_K	6QLD_H_K,6QLE_H_K,4CZZ_A_B,2UXX_A_B,2IW5_A_B,4KUM_A_B,4XBF_A_B,6W4K_A_B,5YJB_A_B,6KGM_A_B,6KGN_A_B,6KGK_A_B,6KGL_A_B,5H6R_A_B,5H6Q_A_B,5X60_A_B,2X0L_A_B,6K3E_A_B,4UVA_A_B,3ZMT_A_B,4UVB_A_B,3ZN1_A_B,3ZMV_A_B,3ZMS_A_B,4UVC_A_B,3ZMZ_A_B,3ZN0_A_B,4UV9_A_B,3ZMU_A_B,4UV8_A_B,2XAJ_A_B,5L3C_A_B,2XAG_A_B,2XAH_A_B,5LHI_A_B,2XAF_A_B,6TE1_A_B,5L3D_A_B,4UXN_A_B,5LHG_A_B,2XAS_A_B,2XAQ_A_B,5L3B_A_B,5LHH_A_B,5L3F_A_B,5L3E_A_B,5LGU_A_B,5L3G_A_B,2Y48_A_B,5LGT_A_B,2V1D_A_B,5LBQ_A_B,6S35_A_B,4BAY_A_B,5LGN_A_B
2UXQ_A_B	GOL		 4I3K_A_B	6LKZ_C_D,5H3E_A_B,5H3F_A_B,5SVN_A_B,5SVO_A_B,1LWD_A_B,6ADI_A_B,6AJC_G_H,6AJ6_A_C,6AJA_A_B,6AJC_E_F,6AJA_C_D,6AJB_A_B,6AJB_C_D,6AJC_A_B,6AJ8_A_B,6AJC_C_D,5YFN_A_B,6PAY_B_C,6Q6F_A_B,5YFM_A_B,1T0L_A_B,5YZI_A_B,5YZH_A_B,1T0L_C_D,4I3L_A_B,4XRX_A_B,4I3K_A_B,4XS3_A_B,1T09_A_B,6PAY_A_D,6IO0_A_B,6O2Z_A_B,5LGE_A_B,6VG0_A_B,4L06_C_D,4L04_A_B,6BKZ_A_B,6BKX_A_B,4L04_E_F,3INM_A_B,6U4J_A_B,4UMX_A_B,6BKY_A_B,6BKY_C_D,4L06_A_B,6BL2_A_C,4L06_E_F,4KZO_A_B,6O2Y_A_B,4UMY_A_B,6ADG_A_B,6VEI_A_B,6BL1_A_B,6BL0_A_B,5LGE_C_D,6BKY_E_F,4L03_A_B,4L04_C_D,4HCX_A_B,2QFX_E_F,2QFY_E_F,2QFY_A_B,2QFW_C_D,2QFW_A_B,2QFV_C_D,2QFW_E_F,2QFX_C_D,2QFY_C_D,2QFV_A_B,2QFX_A_B,3US8_A_B,1ZOR_A_B,2UXQ_C_D,2UXR_A_B
6AJA_C_D	AKG	GOL	 4I3K_A_B	6LKZ_C_D,5H3E_A_B,5H3F_A_B,5SVN_A_B,5SVO_A_B,1LWD_A_B,6ADI_A_B,6AJC_G_H,6AJ6_A_C,6AJA_A_B,6AJC_E_F,6AJB_A_B,6AJB_C_D,6AJC_A_B,6AJ8_A_B,6AJC_C_D,5YFN_A_B,6PAY_B_C,6Q6F_A_B,5YFM_A_B,1T0L_A_B,5YZI_A_B,5YZH_A_B,1T0L_C_D,4I3L_A_B,4XRX_A_B,4I3K_A_B,4XS3_A_B,1T09_A_B,6PAY_A_D,6IO0_A_B,6O2Z_A_B,5LGE_A_B,6VG0_A_B,4L06_C_D,4L04_A_B,6BKZ_A_B,6BKX_A_B,4L04_E_F,3INM_A_B,6U4J_A_B,4UMX_A_B,6BKY_A_B,6BKY_C_D,4L06_A_B,6BL2_A_C,4L06_E_F,4KZO_A_B,6O2Y_A_B,4UMY_A_B,6ADG_A_B,6VEI_A_B,6BL1_A_B,6BL0_A_B,5LGE_C_D,6BKY_E_F,4L03_A_B,4L04_C_D,4HCX_A_B,2QFX_E_F,2QFY_E_F,2QFY_A_B,2QFW_C_D,2QFW_A_B,2QFV_C_D,2QFW_E_F,2QFX_C_D,2QFY_C_D,2QFV_A_B,2QFX_A_B,3US8_A_B,1ZOR_A_B,2UXQ_C_D,2UXQ_A_B,2UXR_A_B
2PD3_A_D	TCL		 2PD3_A_D	6VLY_A_C,6VLY_B_D,2PD3_B_C,2PD4_A_D,2PD4_B_C,5KOI_E_F,5KOI_C_D,5KOI_A_B,5KOI_G_H
6VLY_A_C	GOL	GOL	 2PD3_A_D	6VLY_B_D,2PD3_B_C,2PD4_A_D,2PD4_B_C,2PD3_A_D,5KOI_E_F,5KOI_C_D,5KOI_A_B,5KOI_G_H
2UYG_A_E	GOL		 2C57_A_G	6SMF_A_D,2C57_A_G,2C57_I_L,2C57_C_F,2C57_E_H,2C57_D_J,2C57_B_K,2WKS_B_C,2UYG_F_L,2UYG_D_I,2UYG_C_J,2UYG_B_H,2UYG_G_K
2PG4_A_B	EDO	CIT	 4PU4_C_D	6L7M_B_D,6L7M_A_C,5Z97_C_D,5Z97_A_B,5XO7_B_C,5XO7_D_G,5XO6_A_C,5XO8_E_H,5XO8_F_G,5XO7_A_F,5XO6_G_H,5XO6_E_F,5XO7_E_H,5XO8_B_D,5XO6_B_D,5XO8_A_C,5Z5J_E_H,5Z7J_E_H,5Z5J_B_D,5Z5J_A_C,5Z5J_F_G,5Z7J_A_C,5Z7J_B_D,5Z7J_F_G,5XWZ_A_B,5XWZ_C_D,3WZL_A_B,3WZM_A_B,5C8Z_A_B,6JRD_A_B,6JR9_A_B,5XMW_A_B,5C8X_A_B,5C81_A_B,5C7Y_A_B,6JQZ_A_B,6JRA_A_B,6JRC_A_B,6JR5_A_B,6JR2_A_B,6JRB_A_B,5IE4_A_B,5IE6_A_B,5IE5_A_B,5IE7_A_B,4PU8_A_B,4PU4_C_D,4PU7_A_B,4PU3_C_D
5C7Y_A_B	GOL		 4PU4_C_D	6L7M_B_D,6L7M_A_C,5Z97_C_D,5Z97_A_B,5XO7_B_C,5XO7_D_G,5XO6_A_C,5XO8_E_H,5XO8_F_G,5XO7_A_F,5XO6_G_H,5XO6_E_F,5XO7_E_H,5XO8_B_D,5XO6_B_D,5XO8_A_C,5Z5J_E_H,5Z7J_E_H,5Z5J_B_D,5Z5J_A_C,5Z5J_F_G,5Z7J_A_C,5Z7J_B_D,5Z7J_F_G,5XWZ_A_B,5XWZ_C_D,3WZL_A_B,3WZM_A_B,5C8Z_A_B,6JRD_A_B,6JR9_A_B,5XMW_A_B,5C8X_A_B,5C81_A_B,6JQZ_A_B,6JRA_A_B,6JRC_A_B,6JR5_A_B,6JR2_A_B,6JRB_A_B,5IE4_A_B,5IE6_A_B,5IE5_A_B,5IE7_A_B,2PG4_A_B,4PU8_A_B,4PU4_C_D,4PU7_A_B,4PU3_C_D
6JRC_A_B		GOL	 4PU4_C_D	6L7M_B_D,6L7M_A_C,5Z97_C_D,5Z97_A_B,5XO7_B_C,5XO7_D_G,5XO6_A_C,5XO8_E_H,5XO8_F_G,5XO7_A_F,5XO6_G_H,5XO6_E_F,5XO7_E_H,5XO8_B_D,5XO6_B_D,5XO8_A_C,5Z5J_E_H,5Z7J_E_H,5Z5J_B_D,5Z5J_A_C,5Z5J_F_G,5Z7J_A_C,5Z7J_B_D,5Z7J_F_G,5XWZ_A_B,5XWZ_C_D,3WZL_A_B,3WZM_A_B,5C8Z_A_B,6JRD_A_B,6JR9_A_B,5XMW_A_B,5C8X_A_B,5C81_A_B,5C7Y_A_B,6JQZ_A_B,6JRA_A_B,6JR5_A_B,6JR2_A_B,6JRB_A_B,5IE4_A_B,5IE6_A_B,5IE5_A_B,5IE7_A_B,2PG4_A_B,4PU8_A_B,4PU4_C_D,4PU7_A_B,4PU3_C_D
2PGW_A_B	GOL		 2PPG_A_D	3CB3_A_C,3MQT_J_L,3MQT_F_H,3MQT_O_Q,3MQT_P_S,3MQT_E_G,3MQT_R_U,3MQT_B_D,3MQT_I_K,3MQT_T_X,3MQT_A_C,3MQT_N_V,3MQT_M_W,3NZG_A_B,2PGW_E_G,2PGW_C_F,2PGW_D_H,2PPG_B_C,2PPG_A_D,4H1Z_A_D,4H1Z_F_G,4H1Z_E_H,4H1Z_B_C
2PGW_E_G		GOL	 2PPG_A_D	3CB3_A_C,3MQT_J_L,3MQT_F_H,3MQT_O_Q,3MQT_P_S,3MQT_E_G,3MQT_R_U,3MQT_B_D,3MQT_I_K,3MQT_T_X,3MQT_A_C,3MQT_N_V,3MQT_M_W,3NZG_A_B,2PGW_C_F,2PGW_D_H,2PGW_A_B,2PPG_B_C,2PPG_A_D,4H1Z_A_D,4H1Z_F_G,4H1Z_E_H,4H1Z_B_C
2PGW_A_E	GOL		 3CYJ_A_D	3CYJ_B_C,3CYJ_A_D,2POZ_B_C,2POZ_C_D,2POZ_F_H,2POZ_G_H,2POZ_E_G,2POZ_A_B,2POZ_A_D,2POZ_E_F,2PGW_B_G,2PGW_F_H,2PGW_B_C,2PGW_C_D,2PGW_E_H,2PGW_D_G,2PGW_A_F,4H19_A_F,4H19_B_E,4H19_G_H,4H19_J_P,4H19_E_I,4H19_D_K,4H19_H_L,4H19_N_O,4H19_C_G,4H19_C_L,4H19_I_M,4H19_B_M
2PGW_C_D		GOL	 3CYJ_A_D	3CYJ_B_C,3CYJ_A_D,2POZ_B_C,2POZ_C_D,2POZ_F_H,2POZ_G_H,2POZ_E_G,2POZ_A_B,2POZ_A_D,2POZ_E_F,2PGW_B_G,2PGW_F_H,2PGW_B_C,2PGW_E_H,2PGW_D_G,2PGW_A_F,2PGW_A_E,4H19_A_F,4H19_B_E,4H19_G_H,4H19_J_P,4H19_E_I,4H19_D_K,4H19_H_L,4H19_N_O,4H19_C_G,4H19_C_L,4H19_I_M,4H19_B_M
2YVE_A_B	GOL	GOL	 2YVH_A_B	2YVH_A_B,2YVH_C_D,2ZOY_A_B,2ZOZ_A_B
2PMB_B_C	GOL	GOL	 6GFL_A_B	6GFL_A_B,3GH1_A_D,2PMB_A_D,3GH1_B_C,4NPA_A_D,4NPA_B_C
2PLX_A_B		GOL	 1SGF_B_G	1SGF_B_G,1SGF_Y_Z,4AOQ_A_D,4AOR_C_F,4AOR_B_E,4AOR_A_D,4AOQ_C_F,4AOQ_B_E,2CMY_A_B
4AOR_A_D	GOL		 1SGF_B_G	1SGF_B_G,1SGF_Y_Z,4AOQ_A_D,4AOR_C_F,4AOR_B_E,4AOQ_C_F,4AOQ_B_E,2CMY_A_B,2PLX_A_B
2PMD_A_B	PPV	PPV	 1W1W_B_G	1W1W_B_G,3I1F_A_B,5DSZ_A_B
2UZ0_A_B	EDO	EDO	 2UZ0_A_B	2UZ0_C_D,4RGY_A_B
2UZ0_A_C	GOL		 6WCX_A_C	2UZ0_B_D,6VHE_A_C,6WCX_B_D,6VHE_B_D,6VHD_A_C,6VHD_B_D,6VH9_A_C,6WCX_A_C,6VH9_B_D
2UZ0_A_D	EDO		 3MJ4_A_I	2UZ0_B_C,3MJ4_A_I,3MJ4_D_J,3HE3_C_F,3HDQ_C_F,3HE3_E_G,3HDY_B_H,3HDY_C_F,3HDQ_D_J,3HDQ_E_G,3HDY_E_G,3MJ4_C_F,3MJ4_E_G,3HE3_D_J,3HE3_B_H,3HE3_A_I,3HDY_D_J,3HDQ_A_I,3HDQ_B_H,3MJ4_B_H,3HDY_A_I
2PNL_A_B	GAI	GAI	 4IZJ_A_B	2PNL_G_H,2PNL_F_G,2PNL_D_E,2PNL_I_J,2PNL_B_C,2PNL_H_I,2PNL_C_D,4IZJ_A_B,4IZJ_B_C,4IZJ_D_E,4IZJ_C_D,4IZK_A_B
4IZJ_D_E	BME	GOL	 4IZJ_A_B	2PNL_G_H,2PNL_A_B,2PNL_F_G,2PNL_D_E,2PNL_I_J,2PNL_B_C,2PNL_H_I,2PNL_C_D,4IZJ_A_B,4IZJ_B_C,4IZJ_C_D,4IZK_A_B
2PNL_B_H	GAI	GAI	 4V7E_CH_CO	4V7E_CH_CO
2PNK_A_B	GOL	FMT	 1J5S_A_B	2PNK_K_L,2PNK_J_L,2PNK_D_E,2PNK_G_I,2PNK_A_C,2PNK_D_F,2PNK_G_H,2PNK_B_C,2PNK_J_K,2PNK_E_F,2PNK_H_I,3HK9_E_F,2Q08_A_C,3HK9_G_I,3HK7_B_C,3HK7_A_C,2Q08_B_C,3HKA_A_B,2Q08_A_B,3HK9_D_E,3HK7_J_L,3HK9_A_C,3HK9_G_H,2Q08_E_F,3HKA_A_C,3HK7_D_F,3HK9_H_I,2Q08_D_F,3HK9_B_C,3HK9_D_F,2Q08_J_L,2Q08_G_I,3HK9_J_K,3HK9_K_L,3HK9_A_B,3HK7_E_F,3HK7_D_E,2Q6E_B_C,3HK7_A_B,3HK7_G_I,2Q08_K_L,2Q08_D_E,2Q6E_A_C,2Q08_G_H,3HK7_J_K,3HK7_G_H,3HKA_B_C,2Q08_J_K,3HK7_K_L,2Q08_H_I,2Q6E_A_B,3HK9_J_L,3HK7_H_I,2QEE_K_L,2QEE_A_C,2QEE_J_L,2QEE_B_C,2QEE_D_F,2QEE_E_F,2QEE_G_H,2QEE_A_B,2QEE_D_E,2QEE_J_K,2QEE_G_I,2QEE_H_I,3IAC_A_C,3IAC_A_B,3IAC_B_C,4I6V_A_B,4I6V_A_C,4I6V_B_C,1J5S_B_C,1J5S_A_C,1J5S_A_B,2Q01_B_C,2Q01_A_C,2Q01_A_B
2PNK_A_H	GOL		 2NOX_A_F	2NOX_A_F,2PNK_B_G
2PNK_E_G	GOL	GOL	 6TML_N7_X7	6TMK_N_X,6TML_n7_x7,6TMG_n_x,6TMK_n_x,6TML_N7_X7,6TML_n9_x9,6TML_N9_X9,6TML_n8_x8,6TML_N8_X8,6TMG_N_X,2PNK_C_L,2PNK_B_J,2PNK_F_I,5Z8B_A_B
2UZ6_F_T		GOL	 5XGL_A_C	5T90_B_G,5T90_D_I,5T90_E_H,5T90_A_F,5T90_C_J,5CO5_B_E,5CO5_F_G,5CO5_D_J,5CO5_A_C,5CO5_H_I,2BR8_A_J,5XGL_A_C,5XGL_D_J,2UZ6_A_O,2UZ6_B_K,2UZ6_D_M,2UZ6_G_P,2UZ6_E_N,2UZ6_J_S,2UZ6_H_Q,2UZ6_C_L,2UZ6_I_R,4EZ1_C_O,4EZ1_D_N,4EZ1_A_L,4EZ1_B_K,4EZ1_E_M,5XGL_B_E,5JME_E_G,5JME_B_I,5JME_A_F,5JME_C_H,5XGL_F_G,5XGL_H_I,6M4X_A_C,6M4X_B_E,6M4X_D_J,6M4X_F_G,6M4X_H_I,6M4Z_A_C,6M4Z_D_J,6M4Z_F_G,6M4Z_B_E,6M4Z_H_I
2UZ6_G_P	GOL		 5XGL_A_C	5T90_B_G,5T90_D_I,5T90_E_H,5T90_A_F,5T90_C_J,5CO5_B_E,5CO5_F_G,5CO5_D_J,5CO5_A_C,5CO5_H_I,2BR8_A_J,5XGL_A_C,5XGL_D_J,2UZ6_A_O,2UZ6_B_K,2UZ6_F_T,2UZ6_D_M,2UZ6_E_N,2UZ6_J_S,2UZ6_H_Q,2UZ6_C_L,2UZ6_I_R,4EZ1_C_O,4EZ1_D_N,4EZ1_A_L,4EZ1_B_K,4EZ1_E_M,5XGL_B_E,5JME_E_G,5JME_B_I,5JME_A_F,5JME_C_H,5XGL_F_G,5XGL_H_I,6M4X_A_C,6M4X_B_E,6M4X_D_J,6M4X_F_G,6M4X_H_I,6M4Z_A_C,6M4Z_D_J,6M4Z_F_G,6M4Z_B_E,6M4Z_H_I
2UZ6_J_T		GOL	 2UZ6_A_K	2UZ6_B_L,2UZ6_H_R,2UZ6_C_M,2UZ6_I_S,2UZ6_F_P,2UZ6_D_N,2UZ6_G_Q,2UZ6_A_K,2UZ6_E_O
2YXO_A_B	GOL	GOL	 2YWA_A_B	1JOG_A_B,1JOG_C_D,1WTY_B_C,2YWA_C_D,2YWA_A_B,1WTY_A_D,1WWP_A_B,2YZ5_A_B,2Z4G_A_B,1YLM_A_B,7AE8_A_B,7AE9_C_D,7AE8_C_D,7AE9_A_B,7AE6_A_B
2POB_A_B		GOL	 2G0G_A_B	2F4B_A_B,2G0G_A_B,2ATH_A_B,3GBK_A_B,2G0H_A_B,3NOA_A_B,2HWQ_A_B,2HWR_A_B
2YY7_A_B	GOL		 5Z76_A_C	3E48_A_B,5Z76_A_C,5Z76_B_D,5Z75_A_B,5Z75_C_D,3WMX_A_C,3WMW_A_B,3WMX_B_D,7CGV_A_B,7CGV_C_D
